policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,comment_text,stance_label,sentiment_label,policy_domain,app_name,package_name,review_text,rating,file_name,word_count
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Haryana,Gurugram,news_comment,,farmer,People in Gurugram often say that PM Awas Yojana (PMAY) – Housing for All feels more like a political advertisement than a real solution whenever the topic comes up in public meetings.,Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Rajasthan,Jaipur,play_store_review,,teacher,"On the ground in Jaipur, it is observed that Data Protection / DPDP Act has created more confusion than benefit for common people as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Karnataka,Bengaluru,play_store_review,,parent,"According to feedback collected in Bengaluru, Mid-Day Meal Scheme (MDM) has potential but the government needs to fix practical issues when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Karnataka,Bengaluru,survey_feedback,,student,"From the perspective of students in Bengaluru, Jal Jeevan Mission (JJM) has made real difference on the ground in our area",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,New Delhi,key_informant,Interview – District Coordinator,NGO_rep,People have accounts but many do not understand the conditions.,Neutral,Neutral,,,,,,,
,,,,,,,,"However, 20% schools (Rural 30% + Urban 10%) did face some problems in this regard.",Oppose,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",15.0
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Haryana,Gurugram,news_comment,,official,"From the perspective of officials in Gurugram, Swachh Survekshan Grameen / Swachh Bharat is one of the few schemes that actually reaches villages whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Karnataka,Bengaluru,play_store_review,,official,"From the perspective of officials in Bengaluru, Atal Pension Yojana (APY) is one of the few schemes that actually reaches villages as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Karnataka,Bengaluru,survey_feedback,,citizen,"According to feedback collected in Bengaluru, Data Protection / DPDP Act needs proper monitoring and transparency before we can judge it when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
,,,,,,,,"Quality of drinking water, sanitation, curriculum and teaching methods was very good in 50 to 60 % schools.",Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,18.0
P011,MGNREGA – Rural Employment Guarantee,Employment,Uttar Pradesh,Lucknow,news_comment,,official,People in Lucknow often say that MGNREGA – Rural Employment Guarantee feels more like a political advertisement than a real solution based on their day-to-day experience.,Oppose,Negative,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Uttar Pradesh,Lucknow,social_media_post,,teacher,"In Lucknow, many teachers feel that Goods and Services Tax (GST) is still new and long-term results are not visible yet according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Uttar Pradesh,Lucknow,social_media_post,,parent,"According to feedback collected in Lucknow, Sukanya Samriddhi Account Scheme has created more confusion than benefit for common people as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
,,,,,,,,"13 The filled in questionnaires were verified, coded by experienced persons and then taken up for data entry.",Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,18.0
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Delhi,New Delhi,news_comment,,citizen,People in New Delhi often say that Beti Bachao Beti Padhao (BBBP) could become effective if local officials take it seriously when asked in local meetings and discussions.,Neutral,Neutral,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Rajasthan,Jaipur,play_store_review,,parent,"On the ground in Jaipur, it is observed that Smart Cities Mission looks good on paper but implementation is very weak according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Uttar Pradesh,Lucknow,social_media_post,,citizen,"On the ground in Lucknow, it is observed that National Food Security Act / PDS is not reaching the actual beneficiaries in our district according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Rajasthan,Jaipur,news_comment,,official,"In Jaipur, many officials feel that Smart Cities Mission has genuinely improved access for ordinary people according to informal surveys done by community groups.",Support,Positive,,,,,,,
,,,,,,,,It is intended to cover national and/or large-scale programs in all countries of the world (GCNF 2021).,Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,17.0
P018,Data Protection / DPDP Act,Data_Protection,Haryana,Gurugram,social_media_post,,official,"On the ground in Gurugram, it is observed that Data Protection / DPDP Act has created more confusion than benefit for common people according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Haryana,Gurugram,news_comment,,shopkeeper,"On the ground in Gurugram, it is observed that Data Protection / DPDP Act has many loopholes and people are being harassed instead of helped when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Tamil Nadu,Chennai,survey_feedback,,shopkeeper,"In Chennai, many shopkeepers feel that RTE Act 12(1)(c) – EWS Quota has potential but the government needs to fix practical issues whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
,,,,,,,,They might have been exposed to taboos with regard to menstruation.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,11.0
P014,National Food Security Act / PDS,Food_Security,Punjab,Ludhiana,play_store_review,,parent,"From the perspective of parents in Ludhiana, National Food Security Act / PDS reduced our daily struggles and brought some relief when asked in local meetings and discussions.",Support,Positive,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Tamil Nadu,Chennai,survey_feedback,,shopkeeper,"From the perspective of shopkeepers in Chennai, Goods and Services Tax (GST) has made real difference on the ground in our area as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Assam,Guwahati,news_comment,,NGO_rep,People in Guwahati often say that Goods and Services Tax (GST) has created more confusion than benefit for common people based on their day-to-day experience.,Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Uttar Pradesh,Lucknow,survey_feedback,,farmer,People in Lucknow often say that Kasturba Gandhi Balika Vidyalaya (KGBV) is a step in the right direction and should be strengthened further,Support,Positive,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Maharashtra,Mumbai,social_media_post,,employee,"From the perspective of employees in Mumbai, Goods and Services Tax (GST) has mixed results and people are still trying to understand its impact as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,New Delhi,survey_feedback,,NGO_rep,"According to feedback collected in New Delhi, National Education Policy 2020 (NEP 2020) is still new and long-term results are not visible yet",Neutral,Neutral,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Punjab,Ludhiana,social_media_post,,NGO_rep,People in Ludhiana often say that NPEGEL – Girls Education Initiative helps poor and middle-class families who had no support earlier whenever the topic comes up in public meetings.,Support,Positive,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Haryana,Gurugram,play_store_review,,shopkeeper,People in Gurugram often say that Jal Jeevan Mission (JJM) has many loopholes and people are being harassed instead of helped when asked in local meetings and discussions.,Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Karnataka,Bengaluru,survey_feedback,,teacher,"On the ground in Bengaluru, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) reduced our daily struggles and brought some relief when asked in local meetings and discussions.",Support,Positive,,,,,,,
,,,,,,,,worst policy,Oppose,,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Rajasthan,Jaipur,survey_feedback,,student,People in Jaipur often say that NPEGEL – Girls Education Initiative reduced our daily struggles and brought some relief whenever the topic comes up in public meetings.,Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Punjab,Ludhiana,news_comment,,teacher,People in Ludhiana often say that National Education Policy 2020 (NEP 2020) is one of the few schemes that actually reaches villages,Support,Positive,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Rajasthan,Jaipur,news_comment,,official,"In Jaipur, many officials feel that Data Protection / DPDP Act has too much paperwork and corruption at local level based on their day-to-day experience.",Oppose,Negative,,,,,,,
P009,Digital India Mission,Digital_Governance,Maharashtra,Mumbai,social_media_post,,farmer,"From the perspective of farmers in Mumbai, Digital India Mission feels more like a political advertisement than a real solution according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Rajasthan,Jaipur,social_media_post,,parent,"On the ground in Jaipur, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) is still new and long-term results are not visible yet",Neutral,Neutral,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Karnataka,Bengaluru,news_comment,,official,People in Bengaluru often say that Kasturba Gandhi Balika Vidyalaya (KGBV) needs proper monitoring and transparency before we can judge it based on their day-to-day experience.,Neutral,Neutral,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Delhi,New Delhi,social_media_post,,farmer,"According to feedback collected in New Delhi, PM-KISAN Income Support Scheme has too much paperwork and corruption at local level",Oppose,Negative,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Punjab,Ludhiana,news_comment,,farmer,"According to feedback collected in Ludhiana, Electric Vehicle (EV) Policy & FAME-II has too much paperwork and corruption at local level",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Maharashtra,Mumbai,play_store_review,,employee,"In Mumbai, many employees feel that Data Protection / DPDP Act has too much paperwork and corruption at local level when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Tamil Nadu,Chennai,survey_feedback,,farmer,"According to feedback collected in Chennai, Kasturba Gandhi Balika Vidyalaya (KGBV) has potential but the government needs to fix practical issues whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Tamil Nadu,Chennai,play_store_review,,farmer,People in Chennai often say that RTE Act 12(1)(c) – EWS Quota is one of the few schemes that actually reaches villages according to informal surveys done by community groups.,Support,Positive,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Assam,Guwahati,news_comment,,student,People in Guwahati often say that Electric Vehicle (EV) Policy & FAME-II looks good on paper but implementation is very weak when asked in local meetings and discussions.,Oppose,Negative,,,,,,,
,,,,,,,,Infrastructure Proper infrastructure is the basic need for the proper functioning of the KGBVs.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,14.0
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Uttar Pradesh,Lucknow,news_comment,,parent,"According to feedback collected in Lucknow, Electric Vehicle (EV) Policy & FAME-II needs proper monitoring and transparency before we can judge it whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
